CountyName,RecType,"Region-2 County-3 District-4",Type,School,FacilityName,Administrator,Address,City,Zip,Telephone,GradeServed,StRep,StSen,FedCong,Cat
Cook,Non Pub Sch,05016754X,16,0,Alexander Graham Bell Montessori,Ms. Karla Giese,9300 Capitol Dr,Wheeling,60090 7207,847850-5490,P-8,57,29,10,3
Cook,Non Pub Sch,05016756X,16,0,Acarath Montessori Center,Judith M Budinger,22 Kristin Dr,Schaumburg,60195 3302,847397-0111,P-4,44,22,8,3
Cook,Non Pub Sch,05016771S,19,0,Bridge View/Challenger Schools,Chris Raspante,6935 W Touhy Ave,Niles,60714 4521,847588-2038,,15,8,9,3
Cook,Non Pub Sch,05016777X,16,0,Countryside Montessori School,Ms. Wendy Calise,1985 Pfingsten Rd,Northbrook,60062 5853,847498-1105,P-8,57,29,10,3
Cook,Non Pub Sch,05016783X,10,0,Embers Elementary School,Gladys Davis,2000 W Sibley St,Park Ridge,60068 5902,847518-1185,P-5,55,28,9,3
Cook,Non Pub Sch,05016793X,1,0,Poko Loko Nursery School,Bonnie L Clatch,300 Waukegan Rd,Glenview,60025 5161,847729-4433,"P,K",15,8,9,3
Cook,Non Pub Sch,05016834X,23,0,MCC Academy,Mr. Habeeb Quadri,8601 Menard Ave,Morton Grove,60053 3049,847470-8801,P-8,16,8,9,3
Cook,Non Pub Sch,05016841X,16,0,Montessori Academy of North Hoffman,Sara N Motlagh,1200 Freeman Rd,Hoffman Estates,60192 1727,847705-1234,P-12,54,27,6,3
Cook,Non Pub Sch,05016876S,19,0,Cove School,Dr. Sally L Sover,350 Lee Rd,Northbrook,60062 1521,847562-2100,K-12,58,29,10,3
Cook,Non Pub Sch,05016896S,19,0,Jeanine Schultz Memorial School,Jody Rubin,2101 Oakton St,Park Ridge,60068 1819,847696-3315,"1,4-5,7-12",20,10,9,3
Cook,Non Pub Sch,05016904X,16,0,Dayspring Montessori Sch,Karis Larson,950 Northbrook Ave,Northbrook,60062 3940,847714-9002,"P,K",18,9,10,3
Cook,Non Pub Sch,05016907Z,1,0,Science and Arts Academy,Mr. Timothy Costello,1825 Miner St,Des Plaines,60016 4778,847827-7880,"P-8,12",55,28,9,3
Cook,Non Pub Sch,05016908X,16,0,Montessori Academy of Illinois Ltd,Charlene Alderete,418 W Touhy Ave,Park Ridge,60068 4207,847292-1229,K-6,20,10,9,3
Cook,Non Pub Sch,05016909X,16,0,Arlington Montessori Sch,Afsaneh Karimian,431 S Arlington Heights Rd,Arlington Heights,60005 1932,847322-4267,"P,K",53,27,9,3
Cook,Non Pub Sch,05016918S,5,0,Keshet Day School,Dr. Melinda Remaly,3531 Madison St,Skokie,60076 2958,773973-2828,"K-11,U",58,29,10,3
Cook,Non Pub Sch,05016925Z,1,0,Roycemore School,Mr. Kevin M Smith,1200 Davis St,Evanston,60201 4118,847866-6055,P-12,18,9,9,3
Cook,Non Pub Sch,05016979X,10,0,Our Lady of Perpetual Help,Amy Mills,1123 Church St,Glenview,60025 2980,847724-6990,P-8,17,9,9,3
Cook,Non Pub Sch,05016982Z,19,0,Willows Academy,Mrs. Cameron Czarnik,1015 Rose Ave,Des Plaines,60016 3345,847824-6900,6-12,55,28,9,3
Cook,Non Pub Sch,05016987Z,1,0,Chicago Futabakai Japanese School,Mr. Hiroyuki Kosuge,2550 N Arlington Heights Rd,Arlington Heights,60004 2531,847590-5700,P-9,53,27,9,3
Cook,Non Pub Sch,05016989Z,10,0,Northridge Preparatory School,Mr. Niall Fagan,8320 W Ballard Rd,Niles,60714 1533,847375-0600,6-12,15,8,10,3
Cook,Non Pub Sch,06016001X,16,0,The Childrens House Montessori School,Jamie N Archer,1015 E 31st St,La Grange Park,60526 1218,708325-8246,"P,K",8,4,4,3
Cook,Non Pub Sch,06016002Z,1,0,Tallgrass Sudbury School,Peter Tulloch,82 Woodside Rd,Riverside,60546 1903,708777-1037,K-12,24,12,4,3
Cook,Non Pub Sch,06016003Y,25,0,Tru-Source ALF,Beverly Davis,1040 North Blvd Ste 250,Oak Park,60301 1191,708386-1219,12,78,39,7,3
Cook,Non Pub Sch,06016026X,1,0,The Childrens School,Christina Martin,1428 Wesley Ave,Berwyn,60402 1219,708484-8033,P-8,23,12,7,3
Cook,Non Pub Sch,06016027Z,2,0,Eagles Vision Academy,Dr. Lynette L Danley,1405 Madison St,Maywood,60153 1821,708344-0704,3-12,7,4,7,3
Cook,Non Pub Sch,06016028Y,10,0,Fenwick High School,Peter Groom,505 Washington Blvd,Oak Park,60302 4005,708386-0127,9-12,78,39,7,3
Cook,Non Pub Sch,06016063Y,10,0,Guerin College Prep High Sch,Karen Booth,8001 Belmont Ave,River Grove,60171 1012,708437-4702,9-12,19,10,5,3
Cook,Non Pub Sch,06016094Y,10,0,St Joseph High School,Dr. Ronald Hoover,10900 W Cermak Rd,Westchester,60154 4170,708562-4433,9-12,7,4,4,3
Cook,Non Pub Sch,06016115X,6,0,Concordia Univ E C Educ Center,Aimee J Walsh,7400 Augusta St,River Forest,60305 1402,708209-3099,"P,K",7,4,7,3
Cook,Non Pub Sch,06016119Y,10,0,Trinity High School,Deborah Murphy,7574 Division St,River Forest,60305 1153,708771-8383,9-12,7,4,4,3
Cook,Non Pub Sch,06016121Y,6,0,Walther Lutheran High School,Mr. Paul A Goffron,900 Chicago Ave,Melrose Park,60160 4120,708344-0404,9-12,77,39,4,3
Cook,Non Pub Sch,06016125X,6,0,St Paul Lutheran,Joel A Brondos,9035 Grant Ave,Brookfield,60513 1625,708485-0650,K-8,23,12,4,3
Cook,Non Pub Sch,06016133X,6,0,Immanuel Lutheran School,Mr. Matthew Kamien,2329 S Wolf Rd,Hillside,60162 2211,708562-5580,P-8,7,4,5,3
Cook,Non Pub Sch,06016134X,6,0,Trinity Lutheran,Mr. Andrew R DeWitt,11503 German Church Rd,Burr Ridge,60527 0831,708839-1444,P-8,82,41,11,3
Cook,Non Pub Sch,06016136X,6,0,St Johns Lutheran School,Mrs. Teri Lyn Mannes,505 S Park Rd,La Grange,60525 6112,708354-1690,P-8,82,41,3,3
Cook,Non Pub Sch,06016149X,16,0,Montessori Childrens Community,Rocio Smith,3424 Maple Ave,Brookfield,60513 1243,708485-9542,"P,K",23,12,4,3
Cook,Non Pub Sch,06016151X,16,0,Forest Prk Montessori Chd Dev Ctr,Lenore J Dean,16 Lathrop Ave,Forest Park,60130 1009,708771-8337,"P,K",7,4,7,3
Cook,Non Pub Sch,06016157X,6,0,Grace Lutheran School,William A Koehne,7300 Division St,River Forest,60305 1224,708366-6900,P-8,7,4,7,3
Cook,Non Pub Sch,06016159X,16,0,Oak Park Montessori School,Luisa Raja,937 Garfield St,Oak Park,60304 1848,708358-6000,P-3,8,4,7,3
Cook,Non Pub Sch,06016176X,16,0,Our Lady Montessori,David Prince,27 N Lavergne Ave,Northlake,60164 1664,708836-1007,K,77,39,5,3
Cook,Non Pub Sch,06016225X,16,0,Morningside Montessori Academy,Zafar Mawani,1192 S Cuyler Ave,Oak Park,60304 2240,708386-3979,"P,K",8,4,4,3
Cook,Non Pub Sch,06016232X,1,0,First Circle Ed for Young Child,Haegyung K Weisbrod,56 Lake St,Oak Park,60302 2635,708848-9422,"P,K",78,39,7,3
Cook,Non Pub Sch,06016242Z,14,0,Word of God Christian Acad,Mr. Valentin Chavez,800 N 18th Ave,Melrose Park,60160 3835,708344-4995,K-10,77,39,4,3
Cook,Non Pub Sch,06016261X,10,0,Our Lady of Charity,Mrs. Lynn LeTourneau,3620 S 57th Ct,Cicero,60804 4235,708652-0262,P-8,24,12,3,3
Cook,Non Pub Sch,06016264X,10,0,St Frances of Rome,Mr. Glenn Purpura,1401 S Austin Blvd,Cicero,60804 1004,708652-2277,P-8,23,12,4,3
Cook,Non Pub Sch,06016266X,6,0,Concordia Little Lambs,Sharon Yff,3144 Home Ave,Berwyn,60402 2910,708795-7563,"P,K",24,12,4,3
Cook,Non Pub Sch,06016280X,10,0,St John of the Cross,Kathleen Gorman,708 51st St,Western Springs,60558 1925,708246-4454,P-8,82,41,3,3
Cook,Non Pub Sch,06016281X,10,0,Divine Providence,Mrs. Karen M Foleno,2500 Mayfair Ave,Westchester,60154 5006,708562-2258,P-8,7,4,5,3
Cook,Non Pub Sch,06016282X,10,0,Divine Infant Jesus School,Leonard Gramarossa,1640 Newcastle Ave,Westchester,60154 4447,708865-0122,P-8,7,4,7,3
Cook,Non Pub Sch,06016283X,10,0,St Leonard School,Veronica Skelton Cash,3322 Clarence Ave,Berwyn,60402 3752,708749-3666,P-8,24,12,4,3
Cook,Non Pub Sch,06016285X,10,0,St Odilo School,William Donegan,6617 23rd St,Berwyn,60402 2400,708484-0755,P-8,24,12,4,3
Cook,Non Pub Sch,06016299X,10,0,St Maria Goretti School,Mrs. Claudia Mendez,10050 Ivanhoe Ave,Schiller Park,60176 2008,847678-2560,P-8,20,10,5,3
Cook,Non Pub Sch,06016304X,10,0,St Mary School,Mrs. Barbara Rasinski,97 Herrick Rd,Riverside,60546 2014,708442-5747,P-8,24,12,4,3
Cook,Non Pub Sch,06016305X,10,0,St Cyprian,Joseph Quinlan,2561 Clinton St,River Grove,60171 1703,708453-6300,P-8,78,39,5,3
Cook,Non Pub Sch,06016306X,10,0,St Vincent Ferrer,Mr. John A Glimco,1515 Lathrop Ave,River Forest,60305 1121,708771-5905,P-8,7,4,4,3
Cook,Non Pub Sch,06016307X,10,0,St Luke Catholic School,Mr. Timothy Wesley,519 Ashland Ave,River Forest,60305 1824,708366-8587,P-8,7,4,7,3
Cook,Non Pub Sch,06016315X,10,0,St William School,Peggy Forglone,2559 N Sayre Ave,Chicago,60707 2135,773637-5130,P-8,3,2,4,3
Cook,Non Pub Sch,06016473X,10,0,St John Vianney School,Mr. Paul Kirk,27 N Lavergne Ave,Northlake,60164 1664,708562-1466,P-8,77,39,5,3
Cook,Non Pub Sch,06016482X,10,0,Ascension,Mary Jo Burns,601 Van Buren St,Oak Park,60304 1310,708386-7282,P-8,8,4,7,3
Cook,Non Pub Sch,06016483X,10,0,St Catherine of Siena-St Lucy,Sr. Marion Cypser RSM,27 Washington Blvd,Oak Park,60302 4308,708386-5286,P-8,78,39,7,3
Cook,Non Pub Sch,06016484X,10,0,St Edmund School,Mrs. Karen L Rebhan-Csuk,200 S Oak Park Ave,Oak Park,60302 3202,708386-5131,P-8,78,39,7,3
Cook,Non Pub Sch,06016485X,10,0,St Giles School,Mrs. Nancy M Zver,1034 Linden Ave,Oak Park,60302 1351,708383-6279,P-8,78,39,7,3
Cook,Non Pub Sch,06016498X,10,0,Acad of St Priscilla at Divine Savior,Jennifer Hodge,7750 W Montrose Ave,Norridge,60706 7211,708452-0323,P-2,20,10,5,3
Cook,Non Pub Sch,06016500X,10,0,Sacred Heart School,Barbara J Ciconte,815 N 16th Ave,Melrose Park,60160 3828,708681-0240,P-8,77,39,4,3
Cook,Non Pub Sch,06016510X,10,0,St Bernardine School,Ms. Veronica A Skelton Cash,815 Elgin Ave,Forest Park,60130 2056,708366-6890,P-8,7,4,7,3
Cook,Non Pub Sch,06016528X,10,0,St Cletus School,Mr. Tom Chinske,700 W 55th St,La Grange,60525 6612,708352-4820,P-8,82,41,3,3
Cook,Non Pub Sch,06016529X,10,0,St Francis Xavier,Mrs. Sharon Garcia,145 N Waiola Ave,La Grange,60525 1866,708352-2175,P-8,8,4,3,3
Cook,Non Pub Sch,06016530X,10,0,St Louise De Marillac School,Ms. AnnMarie Mahay,1125 Harrison Ave,La Grange Park,60526 1334,708352-2202,P-8,8,4,4,3
Cook,Non Pub Sch,06016554X,10,0,St Celestine School,Jeanine Rocchi,3017 N 77th Ave,Elmwood Park,60707 1110,708453-8234,P-8,19,10,5,3
Cook,Non Pub Sch,06016700X,16,0,Montessori Language Academy,Yoko Avramov,314 Circle Ave,Forest Park,60130 1610,708771-5030,"P,K",7,4,7,3
Cook,Non Pub Sch,06016744X,16,0,Alcuin Montessori School,Shawn Edwards,324 N Oak Park Ave,Oak Park,60302 2121,708366-1882,P-6,78,39,7,3
Cook,Non Pub Sch,06016758X,26,0,Meca Elementary School,Mrs. Pam Lawrence,425 Bohland Ave,Bellwood,60104 1833,708547-9980,P-8,7,4,7,3
Cook,Non Pub Sch,06016779Z,1,0,Acacia Academy,Kathryn Fouks,6425 Willow Springs Rd,La Grange Highlands,60525 4468,708579-9040,3-12,31,16,3,3
Cook,Non Pub Sch,06016786X,14,0,DCN Christian Academy,Jose A Hernandez,3205 S Austin Blvd,Cicero,60804 3732,708222-1909,P-8,24,12,4,3
Cook,Non Pub Sch,06016809Y,10,0,Nazareth Academy,Deborah Tracy,1209 W Ogden Ave,La Grange Park,60526 1700,708387-8511,9-12,7,4,5,3
Cook,Non Pub Sch,06016811X,16,0,Grace Montessori Sch,Lynette Butuyan,1112 N 9th Ave,Melrose Park,60160 3502,708344-7257,"P-1,3-5",77,39,4,3
Cook,Non Pub Sch,06016818X,16,0,Intercultural Montessori Oak Park,Edina Mcgivern,301 S Ridgeland Ave,Oak Park,60302 3519,708848-6626,"P,K",78,39,7,3
Cook,Non Pub Sch,06016826Y,14,0,Prairie Lake School,Mr. Garth Taylor,10217 Franklin Ave,Franklin Park,60131 1527,847671-1814,6-12,77,39,5,3
Cook,Non Pub Sch,06016856X,16,0,Hillside Montessori School,Carol Hofbauer,4600 Frontage Rd,Hillside,60162 1761,708547-8909,"P,K",7,4,7,3
Cook,Non Pub Sch,06016859X,16,0,Mosaic Montessori Academy,Maria Carandang-Ramos,7970 Lake St,River Forest,60305 1648,312351-0074,"P,K",7,4,7,3
Cook,Non Pub Sch,06016873Z,2,0,H McNelty Sch of First Baptist,Pastor John Z Belser,2100 Main St,Melrose Park,60160 3626,708343-9100,P-8,77,39,4,3
Cook,Non Pub Sch,06016906X,16,0,Childrens Garden Montessori Sch,Roshan Mawani,165 N Lombard Ave,Oak Park,60302 2501,708383-6570,"P,K,U",78,39,7,3
Cook,Non Pub Sch,06016938Z,10,0,Our Lady Immaculate Academy,Fr. Charles Ward,410 Washington Blvd,Oak Park,60302 4004,708524-2408,"2-5,7-8",78,39,7,3
Cook,Non Pub Sch,06016943X,16,0,Keystone Montessori School,Mrs. Victoria G Shea,PO Box 5548,River Forest,60305 5548,708366-1080,P-8,78,39,4,3
Cook,Non Pub Sch,06016966X,16,0,Sunflower Montessori School,Karen B Hohman,5129 Wolf Rd,Western Springs,60558 1817,708246-3757,"P,K",82,41,3,3
Cook,Non Pub Sch,06016969X,16,0,Creative World Montessori School,Gudrun Olson,1200 W Goodman Ave,La Grange,60525 6124,708354-5255,"P,K",82,41,3,3
Cook,Non Pub Sch,06016981X,16,0,Montessori Sch of Western Springs,Elizabeth A Sorrells,1500 Walker St,Western Springs,60558 1374,708246-9696,"P,K",47,24,3,3
Cook,Non Pub Sch,06016990X,1,0,JFH Educational Academy Inc,Mrs. Georgia Gail Bowie,7559 W Addison St,Chicago,60634 3234,847456-1612,"P,K",19,10,5,3
Cook,Non Pub Sch,06016993Z,27,0,Westchester Christian School,Pastor Julian,10600 W Cermak Rd,Westchester,60154 5203,708562-3040,K-10,7,4,4,3
Cook,Non Pub Sch,06016999X,16,0,West Suburban Montessori School,Patricia S Eggerding,1039 S East Ave,Oak Park,60304 2103,708848-2662,P-5,8,4,7,3
Cook,Non Pub Sch,07016002Z,14,0,Abundant Grace College Preparatory,Bryon Gibbs,17516 Butternut Rd,Hazel Crest,60429 2123,708833-6309,P-12,38,19,2,3
Cook,Non Pub Sch,07016003X,14,0,Higher Heights Christian Academy,LaDell Jones,1207 E Lincoln Hwy,Ford Heights,60411 3005,708833-7691,P-8,29,15,2,3
Cook,Non Pub Sch,07016004Z,14,0,New Direction College Preparatory,Dr. John Henton,2750 W Columbus Ave,Chicago,60652 1727,773918-1556,P-12,32,16,1,3
Cook,Non Pub Sch,07016005Z,14,0,Coras Career Academy,Rene Chandler,299 Luella Ave,Calumet City,60409 1804,708862-4499,K-12,29,15,2,3
Cook,Non Pub Sch,07016006Z,14,0,Abundant Living Christian Academy,William Fleshman,14540 Lincoln Ave,Dolton,60419 1810,708969-3371,K-12,29,15,2,3
Cook,Non Pub Sch,07016007Y,3,0,Chicago Christian High,Sue Tameling,12001 S Oak Park Ave,Palos Heights,60463 1687,708388-7650,9-12,27,14,1,3
Cook,Non Pub Sch,07016008X,16,0,Branches of Montessori,Duwana Branch,18036 Gottschalk Ave,Homewood,60430 1712,773330-4792,"P,1-8",30,15,2,3
Cook,Non Pub Sch,07016012X,6,0,Immanuel Lutheran Crossroads,Mrs. Lasea Kusbel,4800 Sauk Trl,Richton Park,60471 1018,708748-7023,P-2,38,19,2,3
Cook,Non Pub Sch,07016013X,14,0,Junior Achievers Christian Academy,Mrs. Tyneckia Richards,15536 Canterbury Ln,Orland Park,60462 4992,708200-2136,K-8,28,14,1,3
Cook,Non Pub Sch,07016014Z,14,0,Carra Academy,LaShawn McCree,17504 E Carriageway Dr,Hazel Crest,60429 2087,708991-7281,P-12,38,19,2,3
Cook,Non Pub Sch,07016015X,23,0,CMECCA School,Dr. Bambade Shakoor-Abdullah,15455 S Park Ave,South Holland,60473 1302,708339-0287,P-8,29,15,2,3
Cook,Non Pub Sch,07016016X,1,0,Word Made Flesh Academy,Gloria Jenkins,3709 147th Pl,Midlothian,60445 3507,708663-2200,K-3,30,15,1,3
Cook,Non Pub Sch,07016017Z,14,0,New Directions Empowerment Acad,Mrs. Ruby Morris,15446 Lexington Ave,Harvey,60426 3611,708785-5088,P-12,30,15,2,3
Cook,Non Pub Sch,07016018X,27,0,Eagle Academy Christian School,Medina Bailey,2750 Glenwood Lansing Rd,Lansing,60438 3776,708418-3000,P-3,33,17,2,3
Cook,Non Pub Sch,07016019X,27,0,Outreach Exceptional Learning Academy,Vanessa Sims,15251 Dixie Hwy,Harvey,60426 2952,708331-8740,P-3,30,15,2,3
Cook,Non Pub Sch,07016020X,2,0,Standberry Christian Academy,Dr. Herman L Standberry,536-538 W Sibley Blvd,South Holland,60473,708223-2680,P-12,30,15,2,3
Cook,Non Pub Sch,07016021Y,1,0,Academic Mastery Academy,Margaret A Williams,16341 S Park Ave,South Holland,60473 2279,708566-1600,P-8,80,40,2,3
Cook,Non Pub Sch,07016023Z,1,0,Abundant Model College Preparatory,Beatrice F Arowolaju,16299 Wallace St,Harvey,60426 5955,708331-4009,P-12,30,15,2,3
Cook,Non Pub Sch,07016024X,14,0,Worldwide Christian Academy,Deidre Jackson,327 Central Ave,Matteson,60443 1441,708590-4688,"K,2,4",38,19,2,3
Cook,Non Pub Sch,07016025Z,1,0,Fidley De Fidley Do Academy,Beverly C Hill,15019 Ashland Ave,Harvey,60426 2125,708333-2002,"P,K,3-4,10",30,15,2,3
Cook,Non Pub Sch,07016027X,27,0,Little Scholars Christian Academy,Ms. Lisa Mahoney,7910 163rd Pl,Tinley Park,60477 1444,708969-9822,P-5,28,14,1,3
Cook,Non Pub Sch,07016028X,23,0,Noor Elementary Academy,Amena Ramahi,7245 W 87th St,Bridgeview,60455 1821,708598-5018,"P,K",32,16,3,3
Cook,Non Pub Sch,07016029X,1,0,Glenwood Academy,Dr. Colleen Conlan-Carter,500 W 187th St,Glenwood,60425 1317,708756-6101,2-8,80,40,2,3
Cook,Non Pub Sch,07016030X,14,0,Lighthouse Christian Academy,Silvella Strain,18144 Glen Ter,Lansing,60438 2152,708474-8539,P-8,33,17,2,3
Cook,Non Pub Sch,07016031X,14,0,Farm and Nature Discovery Preschool,Kristin L Hale,12700 Southwest Hwy,Palos Park,60464 1812,708361-8933,1,35,18,3,3
Cook,Non Pub Sch,07016039Y,3,0,Illiana Christian High School,Peter Boonstra,2261 Indiana Ave,Lansing,60438 2106,708474-0515,9-12,34,17,2,3
Cook,Non Pub Sch,07016040X,14,0,South Suburban Christian Academy,Ms. Linda D Pearson,4200 Maple Ave,Matteson,60443 2812,708748-0327,P-5,38,19,2,3
Cook,Non Pub Sch,07016055Y,10,0,Marian Catholic High School,Mr. Steve Tortorello,700 Ashland Ave,Chicago Heights,60411 2073,708755-7565,9-12,80,40,2,3
Cook,Non Pub Sch,07016073Y,10,0,Queen of Peace High School,Ms. Catherine Klod,7659 Linder Ave,Burbank,60459 1359,708458-7600,9-12,22,11,3,3
Cook,Non Pub Sch,07016080X,26,0,Valley Kingdom Christian Academy,Pamela Jeffers,20820 Western Ave,Olympia Fields,60461 1927,708535-2222,P-8,28,14,1,3
Cook,Non Pub Sch,07016081Z,2,0,Jordan Baptist School,Thomas Griffin,5040 W 87th St,Burbank,60459 2812,708636-8635,P-12,32,16,3,3
Cook,Non Pub Sch,07016089Z,1,0,Aquinas Academy,Randolph J Thomas,9003 S Kostner Ave,Hometown,60456 1007,630625-2092,9,31,16,3,3
Cook,Non Pub Sch,07016095Y,10,0,St Laurence High School,James Muting,5556 W 77th St,Burbank,60459 1300,708458-6900,9-12,22,11,3,3
Cook,Non Pub Sch,07016114X,25,0,Lots of Love Plus,Bessie Brown,1701 167th St,Hazel Crest,60429 1481,708335-0556,K-1,30,15,2,3
Cook,Non Pub Sch,07016137X,6,0,St John Lutheran School,Mr. Jared Griesemer,18100 Wentworth Ave,Lansing,60438 3900,708895-9280,P-8,33,17,2,3
Cook,Non Pub Sch,07016147X,6,0,Zion Lutheran Early Childhood Center,Mrs. Jane Wilk,17100 69th Ave,Tinley Park,60477 3412,708532-1656,"P,K",38,19,1,3
Cook,Non Pub Sch,07016152X,6,0,St Paul Lutheran School,Angela Schlie,4660 W 94th St,Oak Lawn,60453 2513,708423-1058,P-8,36,18,3,3
Cook,Non Pub Sch,07016163X,6,0,St John Lutheran,Mrs. Lois A Stewart,4231 183rd St,Country Club Hills,60478 5337,708799-7491,P-8,38,19,2,3
Cook,Non Pub Sch,07016164X,6,0,Trinity Ev Lutheran,Mr. Gerard Gliege,6850 159th St,Tinley Park,60477 2311,708532-3529,P-8,28,14,1,3
Cook,Non Pub Sch,07016168X,1,0,Grandma Jones Day Care,Cherae Brooks-Hill,777 Sibley Blvd,Calumet City,60409 2523,708862-0366,"P,K",33,17,2,3
Cook,Non Pub Sch,07016173X,6,0,Gloria Dei Lutheran,Virginia Terrell,5259 S Major Ave,Chicago,60638 1503,773581-5259,P-8,1,1,3,3
Cook,Non Pub Sch,07016180X,14,0,Heritage of Life Covenant,Lancer DeLashment,16779 Trapet Ave,Hazel Crest,60429 1315,708756-1678,P-8,30,15,2,3
Cook,Non Pub Sch,07016193Y,14,0,Mary-Grace Educational Center,Durogbayi A Ogunbameru,14446 University Ave,Dolton,60419 1904,708654-8892,6-12,29,15,2,3
Cook,Non Pub Sch,07016195X,2,0,Zion Buds of Promise Christian Acad,Gerrie Shepard,PO Box 413,South Holland,60473 0413,708331-7337,P-6,29,15,2,3
Cook,Non Pub Sch,07016200X,1,0,Nurturing Dev & Learning Ctr,Dr. Medina Bailey,835 E Sibley Blvd,South Holland,60473 1165,708333-1355,"P,K",29,15,2,3
Cook,Non Pub Sch,07016208X,16,0,Hope Montessori Inc,Ms. Patricia A Tyszka,17007 Oak Park Ave,Tinley Park,60477 2721,708614-7577,"P,K",38,19,1,3
Cook,Non Pub Sch,07016209X,3,0,Southwest Chicago Christian Sch,Mr. Nate Pettinga,10110 S Central Ave,Oak Lawn,60453 3799,708636-8550,P-8,36,18,3,3
Cook,Non Pub Sch,07016214X,3,0,Calvin Christian School,Randy Moes,528 E 161st Pl,South Holland,60473 1617,708331-5027,P-8,29,15,2,3
Cook,Non Pub Sch,07016216X,3,0,Lansing Christian School,Mr. Jon Postma,3660 Randolph St,Lansing,60438 2406,708474-1700,P-8,33,17,2,3
Cook,Non Pub Sch,07016227Z,10,0,LHTBM School of The Saints,Elizabeth Dunn,20W227 Pleasantdale Dr,Lemont,60439 8809,773745-0011,"P-1,4-7,9,11-12",82,41,11,3
Cook,Non Pub Sch,07016237X,14,0,Pathways to Learning Academy,Dr. Patricia McCracklin,15323 Turlington Ave,Harvey,60426 3310,708339-7787,P-8,30,15,2,3
Cook,Non Pub Sch,07016240Y,1,0,Forum H S for Creative Study,Janine Favia,2755 York St,Blue Island,60406 1958,708293-0777,9-12,27,14,1,3
Cook,Non Pub Sch,07016243X,26,0,Calvary Academy,Mrs. Karen M Pender,16300 State St,South Holland,60473 2041,708333-5471,K-8,29,15,2,3
Cook,Non Pub Sch,07016254X,1,0,Beacon Hill Prep Academy,Pamela Strain,16511 S Park Ave,South Holland,60473 2257,708596-9999,P-8,30,15,2,3
Cook,Non Pub Sch,07016268X,10,0,Our Lady of the Ridge,Sr. Stephanie Kondik,10859 Ridgeland Ave,Chicago Ridge,60415 2154,708424-4409,K-8,36,18,3,3
Cook,Non Pub Sch,07016272Y,1,0,American School,Mr. Timothy A Pivarnik,2200 E 170th St,Lansing,60438 1002,708418-2800,6-12,34,17,2,3
Cook,Non Pub Sch,07016274X,1,0,Altntve Academic Acheivemnt Acad,Mrs. Freda McArthur,13801 Chatham St,Blue Island,60406 3219,708206-0000,7-8,30,15,1,3
Cook,Non Pub Sch,07016286X,10,0,St Benedict,Melissa Wilson,2324 New St,Blue Island,60406 2402,708385-2016,P-8,28,14,1,3
Cook,Non Pub Sch,07016290X,10,0,St George School,Mrs. Charlotte A Pratl,6700 176th St,Tinley Park,60477 4084,708532-2626,P-8,38,19,1,3
Cook,Non Pub Sch,07016291X,10,0,St Joseph,Lawrence Manetti,5641 S 73rd Ave,Summit,60501 1363,708458-2927,P-8,21,11,3,3
Cook,Non Pub Sch,07016337X,25,0,Christian Hills Church School,Mr. Laurence B Beadle,9001 159th St,Orland Hills,60487 5978,708349-7166,P-8,35,18,1,3
Cook,Non Pub Sch,07016343Y,25,0,Marion H Blakely Christian Acad,Dr. Catherine Gross,4137 Sauk Trl,Richton Park,60471 1253,708328-4150,9-12,38,19,2,3
Cook,Non Pub Sch,07016355X,1,0,Oladiji Day Care,Patricia Oladiji,3333 W 159th St,Markham,60428 4007,708331-7902,"P,K",30,15,2,3
Cook,Non Pub Sch,07016363X,20,0,Future Scholar Comm Dev Cntr,Deloris Morris,3115 Lawrence Cres,Flossmoor,60422 2054,708717-0799,K,80,40,2,3
Cook,Non Pub Sch,07016376X,10,0,St Florian,Ms. Crystal J Grankowski,13110 S Baltimore Ave,Chicago,60633 1396,773646-2868,P-8,33,17,2,3
Cook,Non Pub Sch,07016426X,1,0,Bobbie Noonans Child Care,Ms. Mary Novosad,4951 W 115th St,Alsip,60803 5144,708385-2288,"P,K",35,18,1,3
Cook,Non Pub Sch,07016427X,1,0,Bobbie Noonans Child Care,Mrs. Sue Johnson,10155 S Roberts Rd,Palos Hills,60465 1542,708599-0101,"P,K",31,16,3,3
Cook,Non Pub Sch,07016428X,16,0,Hello Montessori Presch & Kinder,Jennifer Mish,18850 Riegel Rd,Homewood,60430 4027,708647-8054,"P,K",30,15,2,3
Cook,Non Pub Sch,07016429X,1,0,Bobbie Noonans Child Care,Mrs. Christine Spiecker,17051 Grissom Dr,Tinley Park,60477 2316,708532-5566,"P,K",28,14,3,3
Cook,Non Pub Sch,07016446X,1,0,Bobbie Noonans Child Care,Mrs. Karen Bazant,7901 167th St,Tinley Park,60477 2359,708532-7676,"P,K",38,19,1,3
