from_home_rcdts,from_home_school,from_serving_rcdts,from_serving_school,to_home_rcdts,to_home_school,to_home_district,to_serving_rcdts,to_serving_school,to_serving_district,student_id_no,school_year,enrollment_date,exit_date,exit_code,exit_desc
150162990252913,Fairfield Elem Academy,150162990252913,Fairfield Elem Academy,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2067166,2010,09/09/09,09/21/09,1,Transfer to another public school district
150162990252494,Volta Elem School,150162990252494,Volta Elem School,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2746038,2010,09/08/09,06/18/10,1,Transfer to another public school district
150162990252090,Bradwell Comm Arts & Sci Elem Sch,150162990252090,Bradwell Comm Arts & Sci Elem Sch,041012050252064,West View Elem School,Rockford SD 205,041012050252064,West View Elem School,Rockford SD 205,3251148,2010,11/05/09,12/15/09,1,Transfer to another public school district
150162990252256,Hedges Elem School,150162990252256,Hedges Elem School,041012050252066,Whitehead Elem School,Rockford SD 205,041012050252066,Whitehead Elem School,Rockford SD 205,2728014,2010,03/25/10,05/12/10,1,Transfer to another public school district
150162990252462,Spencer Technology Acad Elem Sch,150162990252462,Spencer Technology Acad Elem Sch,041012050252046,Wm Nashold Elem School,Rockford SD 205,041012050252046,Wm Nashold Elem School,Rockford SD 205,2429317,2010,09/08/09,03/05/10,1,Transfer to another public school district
150162990252462,Spencer Technology Acad Elem Sch,150162990252462,Spencer Technology Acad Elem Sch,041012050252046,Wm Nashold Elem School,Rockford SD 205,041012050252046,Wm Nashold Elem School,Rockford SD 205,2430006,2010,09/08/09,03/05/10,1,Transfer to another public school district
150162990252344,McCutcheon Elem School,150162990252344,McCutcheon Elem School,041012050252046,Wm Nashold Elem School,Rockford SD 205,041012050252046,Wm Nashold Elem School,Rockford SD 205,3258103,2010,09/03/09,02/03/10,1,Transfer to another public school district
150162990252344,McCutcheon Elem School,150162990252344,McCutcheon Elem School,041012050252046,Wm Nashold Elem School,Rockford SD 205,041012050252046,Wm Nashold Elem School,Rockford SD 205,3273362,2010,09/03/09,12/17/09,1,Transfer to another public school district
150162990250003,Bogan High School,150162990250003,Bogan High School,041012050250001,Auburn High School,Rockford SD 205,060160215000515,,,1440144,2011,09/09/10,10/08/10,4,Transfer to Private School
150162990252823,Ninos Heroes Elem Academic Ctr,150162990252823,Ninos Heroes Elem Academic Ctr,041012050250001,Auburn High School,Rockford SD 205,060160215000514,,,2276765,2011,08/09/10,10/20/10,4,Transfer to Private School
150162990252246,Harvard Elem School,150162990253075,Jefferson Alt High School,041012050251001,West Middle School,Rockford SD 205,060160215000515,,,2283662,2011,09/07/10,11/19/10,4,Transfer to Private School
150162990252055,Altgeld Elem School,150162990252055,Altgeld Elem School,041012050251001,West Middle School,Rockford SD 205,060160215000515,,,2836132,2011,02/01/11,06/30/11,1,Transfer to another public school district
150162990250030,Mather High School,150160243000079,Jewish Bureau-Therapeutic,041012050250001,Auburn High School,Rockford SD 205,060160215000515,,,2983840,2011,07/09/10,11/08/10,4,Transfer to Private School
150162990252634,McNair Elem School,150162990252634,McNair Elem School,041012050252040,Kishwaukee Elem School,Rockford SD 205,041012050252062,,,3256330,2011,01/04/11,03/24/11,1,Transfer to another public school district
150162990252202,Fernwood Elem School,150162990252202,Fernwood Elem School,041012050250001,Auburn High School,Rockford SD 205,060160215000515,,,3485182,2011,09/08/10,01/05/11,4,Transfer to Private School
150162990252326,Manierre Elem School,150162990252326,Manierre Elem School,041012050252059,A C Thompson Elem School,Rockford SD 205,041012050252059,A C Thompson Elem School,Rockford SD 205,2927695,2011,12/08/10,03/30/11,1,Transfer to another public school district
15016299025224C,Providence-Englewood Elem Charter,15016299025224C,Providence-Englewood Elem Charter,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,1524031,2011,08/16/10,11/19/10,1,Transfer to another public school district
150162990252118,Cameron Elem School,150162990252118,Cameron Elem School,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,2330667,2011,01/18/11,03/28/11,1,Transfer to another public school district
150162990252307,,150162990252307,,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,2337443,2011,09/07/10,01/23/11,1,Transfer to another public school district
150162990252928,Williams Multiplex Elem School,150162990252928,Williams Multiplex Elem School,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,2351327,2011,08/09/10,10/26/10,1,Transfer to another public school district
150162990252381,Oglesby Elem School,150162990252381,Oglesby Elem School,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,2407128,2011,08/09/10,01/10/11,1,Transfer to another public school district
150162990252372,Carver Primary School,150162990252372,Carver Primary School,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,2762551,2011,08/09/10,05/01/11,1,Transfer to another public school district
150162990252844,Morton Elem Career Academy,150162990252844,Morton Elem Career Academy,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,394205,2011,08/09/10,10/13/10,1,Transfer to another public school district
150162990252158,Dever Elem School,150162990252158,Dever Elem School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2086312,2011,09/07/10,07/13/11,1,Transfer to another public school district
150162990250013,Foreman High School,150162990250013,Foreman High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2205727,2011,02/14/11,05/11/11,1,Transfer to another public school district
15016299025009C,Ace Technical Charter High School,15016299025009C,Ace Technical Charter High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2208272,2011,08/23/10,04/10/11,1,Transfer to another public school district
150162990250036,Schurz High School,150162990250036,Schurz High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2224678,2011,09/07/10,05/12/11,1,Transfer to another public school district
150162990250036,Schurz High School,150162990250036,Schurz High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2257351,2011,08/24/10,02/03/11,1,Transfer to another public school district
150162990252068,Barton Elem School,150162990252068,Barton Elem School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2271114,2011,09/07/10,10/27/10,1,Transfer to another public school district
150162990250827,Clark Acad Prep Magnet High Schl,150162990250827,Clark Acad Prep Magnet High Schl,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2271290,2011,09/07/10,03/18/11,4,Transfer to Private School
150162990252176,Dumas Technology Acad Elem Sch,150162990252176,Dumas Technology Acad Elem Sch,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2299815,2011,09/07/10,01/03/11,1,Transfer to another public school district
150162990252374,Nixon Elem School,150162990252374,Nixon Elem School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2279836,2011,09/01/10,04/24/11,1,Transfer to another public school district
150162990252066,Barnard Elem Comp Math & Sci Ctr,150162990252066,Barnard Elem Comp Math & Sci Ctr,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2763054,2011,08/09/10,10/20/10,1,Transfer to another public school district
150162990252477,Swift Elem Specialty School,150162990252477,Swift Elem Specialty School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,2443079,2011,09/07/10,02/24/11,1,Transfer to another public school district
150162990252477,Swift Elem Specialty School,150162990252477,Swift Elem Specialty School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,2454481,2011,09/07/10,02/24/11,1,Transfer to another public school district
150162990252080,Beidler Elem School,150162990252080,Beidler Elem School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,2678250,2011,08/10/10,06/12/11,1,Transfer to another public school district
150162990252474,Sullivan Elem School,150162990252474,Sullivan Elem School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,2743811,2011,08/27/10,12/13/10,1,Transfer to another public school district
15016299025215C,,15016299025215C,,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,3135216,2011,01/24/11,03/15/11,1,Transfer to another public school district
150162990252311,Lewis Elem School,150162990252311,Lewis Elem School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,3143786,2011,08/09/10,04/03/11,1,Transfer to another public school district
150162990252336,May Elem Community Academy,150162990252336,May Elem Community Academy,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,3246596,2011,11/09/10,03/01/11,1,Transfer to another public school district
150162990252102,Burbank Elem School,150162990252102,Burbank Elem School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,3274183,2011,09/07/10,11/01/10,1,Transfer to another public school district
150162990252102,Burbank Elem School,150162990252102,Burbank Elem School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,3362940,2011,09/08/10,11/01/10,1,Transfer to another public school district
150162990252336,May Elem Community Academy,150162990252336,May Elem Community Academy,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,3464015,2011,11/11/10,02/28/11,1,Transfer to another public school district
150162990252804,Metcalfe Elem Community Academy,150162990252804,Metcalfe Elem Community Academy,041012050252017,C Henry Bloom Elem School,Rockford SD 205,041012050252017,C Henry Bloom Elem School,Rockford SD 205,2678867,2011,08/09/10,11/06/10,4,Transfer to Private School
150162990252046,Jackson M Elem School,150162990252046,Jackson M Elem School,041012050252017,C Henry Bloom Elem School,Rockford SD 205,041012050252017,C Henry Bloom Elem School,Rockford SD 205,3127162,2011,01/22/11,04/28/11,1,Transfer to another public school district
150162990252804,Metcalfe Elem Community Academy,150162990252804,Metcalfe Elem Community Academy,041012050252017,C Henry Bloom Elem School,Rockford SD 205,041012050252017,C Henry Bloom Elem School,Rockford SD 205,3142961,2011,08/09/10,11/06/10,1,Transfer to another public school district
150162990252247,Haugan Elem School,150162990252930,New Field Elem School,041012050252019,Clifford P Carlson Elem School,Rockford SD 205,041012050252019,Clifford P Carlson Elem School,Rockford SD 205,2952872,2011,09/07/10,10/13/10,1,Transfer to another public school district
150162990252190,Ericson Elem Scholastic Academy,150162990252190,Ericson Elem Scholastic Academy,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,2428468,2011,09/07/10,06/20/11,1,Transfer to another public school district
150162990252190,Ericson Elem Scholastic Academy,150162990252190,Ericson Elem Scholastic Academy,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,2428685,2011,09/07/10,06/20/11,1,Transfer to another public school district
150162990252079,Beethoven Elem School,150162990252079,Beethoven Elem School,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,2646296,2011,08/06/10,01/12/11,1,Transfer to another public school district
150162990252714,Leland Elem School,150162990252714,Leland Elem School,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,2677289,2011,08/09/10,10/28/10,1,Transfer to another public school district
150162990252714,Leland Elem School,150162990252714,Leland Elem School,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,2861646,2011,08/09/10,10/28/10,1,Transfer to another public school district
